comment,is_toxic
"phobolsatv bien me , phỏng vấn tao lao , may phong van gia đình mày . nhin may nguoi gia ma ko tha , phobolsa sam",1
phạm văn lộc đỉ mẹ mày tus liếm fame,1
bú fame nhanh,0
thở câu thối câu đấy . ranh con,1
"may đô khùng , ăn nói tục tiểu ko loại ca tụng máy loại ko học thức",1
nội m,1
bảo đóm rác cay bu cắn,1
óc chó đit cụ mày,1
giàu ý thức đầu cac,1
mấy bắt cắt 2 lo tai,1
tặng anh em fa,0
xin lỗi đm,1
mặt cặc zeros,1
gật đánh chết đúng,1
ae đúng hảo hán,0
ngu r,1
"bồi thường 5 triệu bắt rách hôn , ráck đồng ý hông nè",1
"cố , , , mặc kệ người ta",0
cầm thú,1
mắc cười ủng hộ,0
chức . đéo chọn,1
lmcs,1
phá nát bóng đá vn,0
thái sơn đức phú out,0
"kc 4 đánh sợ chúng nó kéo lục bảo 1 làm sao , main đấng",0
chúng nó tap kìa v,1
sủa gi dị chó . sủa đổng nghe . vả lệch mồm giờ . kkkk cay,1
"hoàng công hiếu lỗi đa số sống lol , đa số",1
lồn,1
xin lỗi cmm,1
con người thứ côn trùng ve chó phát sáng v ?,1
ngoc tran mất tết,0
ngu cay xd,1
thầy học sinh cá biệt hông thầy,0
"alloc init , 512 , gettickcount",0
lân phỏng vấn đối đầu mạnh xem ý kiến .,0
ship a 10 hộp bắc ninh,0
cặp vợ chồng chim mồi ăn cướp người ta thằng bắt đập đầu sống nhìn bảng số xe tìm mấy thằng đập què tay chân hết tội gái nghèo bán xôi mất xe,1
tao đéo tao xác định mày chửi con gái người ta giỏi tao vs mày chửi mạc nhân cách,1
đồng bọn,0
"xe vệ đường ko khóa , nể",0
ngu vãi lồn,1
"chẳng dân ngu dốt , học luật giao thông bố thằng làm bậy dm",1
bỡi bán 1 cảnh giác,0
"cút khỏi việt nam . mày bớt phá bđvn dùm t . mày hlv , mày kẻ phá hoại",1
cmt đao,1
chị ăn xạo lồn chó chị 3 . đụ mẹ chị 3 chó hoang,1
clm game nhập vai,0
"hờ mee vn giống tụi tư bản đâu lo , mấy vụ tù hết hổ báo liền",0
t xem cc gi,1
t,0
kiểu,0
cày thuê bk sủa nhưu thật,1
đúng pro player game lol ngang trình ma vương r a,0
tổ cụ bọn khốn nạn xã hội bọn đập nát ng,1
ace mún đầu tóc ưng ý chơi tết lh nha,0
"đúng 1 vi rút ko , đạo nhạc",1
trịnh kiệt minh hình ảnh t đâu,0
ghét bọn nhà báo giật tít .,1
kịch bản củ xì hiệu quả đối với bọn bất lương .,1
i love u pặc pặc,0
e thích phù thủy r nam s a,0
hé,0
mấy đứa gây tội ác sau này già bệnh tật ko sinh mọi bảo tội nghiệp,1
đáng sợ thả tim abe,0
mày kinh,1
ruồi đít phát sáng,1
chậm đcm chúng m nhai mãi đéo chán,1
rên kiểu địt toác lồn,1
"nịt , xăng chẳng",0
đm toàn khoe ng ng kia đéo mẹ j,1
trọng tài cc,1
thằng điên,1
điệp thương buồi a mày,1
", đc chu0j hay sao 3",0
nịt rách,1
đánh cặc,1
chết mai chủ nhật dí hé,0
nói chuyện zô zăn hóa mày coy ckung tao bắn chết nhe mày,1
nguyễn thịnh 6 múi kìa,0
gắt cúng giỗ đầu ô già m . thg con mẹ hấp hối thoi thoi mày đâu r xúc vật . đéo lo chôn cha mẹ m cắn bậy thg tiểu nhân viruss chó,1
ta việt nam luật chặt bỏ tứ chi máy thằng làm gì chộm cướp,1
thằng chó tự trọng cút nc mày thằng chó,1
khịa,0
hoàng đỗ nè,0
k tội chỗ mê trai đào thai hết,0
maruko linh,0
mày mất acc,1
cai miệng ba nay chua hêt nghiệp lai tao nghiệp nua roi.phu ni ma tho tức miệng co doi ma thui nua,1
thời khó khăn loạn lạc,0
cày thuê bạck kim bạc a . mọi bảo a làm việc dễ,0
cút cmm đê,1
địt mịe mày lm ăn kiểu xin lỗi đéo j,1
dễ thương duyên . love .,0
"đánh ngta xong bảo ko thiếu tiền , thằng khốn xử nặng b",1
"tự dưng thành fan jack lúc nào k , tao fan jack ... jack sparrow",0
ngọc duyên tyler1 phiên bản suy dinh dưỡng,0
dick,1
cai cc,1
mê viết hồi lòi nết kì thị vùng miền liền,0
nhìn thằng cha toàn lũ mất dạy tn thằng cha thằng cha đội mồ dậy k cứu đc 3,1
da thị ba,0
công an bớt tập trung thổi cồn giành bắt mấy thằng dân đỡ khổ,0
"bọn chó sư khởi nghiệp , chúng lợi dụng thiếu hiểu biết tư duy kém cỏi tầng lớp lao động phổ thông , kém tri thức trục lợi",1
coi hả hê vc,0
chính quyền lờ,1
lí do luật gắn thêm biển xe máy,0
kêu phương hằng phốt,0
"im đéo , đ fan anti đm trình kc bẩn bỏ tiến bộ dc ăn nói kiểu bô kích",1
may cut ve phap di troussier a thang boc phet mom dieu ..,1
ê t xem kiện xong bồi thường nhỏ tam quan lệch lạc,0
trọng tài bt tiếng việt nam hả chia review phim tiếng việt,0
việt nam vui,0
nhin mat mu nay giong lu tau khua,1
"trọng tài mày nghỉ mẹ mày bóng đá đông nam cơ hội phát triển , thằng trọng tài ngu xuẩn dốt nát",1
xin đéo j,1
mẹ mày bắc xong xin lỗi,1
fake mn chửi chi mất công,0
tài khoản fake,0
thầy lol chúc rớt,1
tin nhắn báo bảo gia đình hiền lắm,0
mọi đừng,0
già cút,1
đúng nè,0
fan minh hiếu đâu taaaa,0
lời xin lỗi muộn màng trọng tài cứt,1
thằng óc tôm .,1
sống chậm,0
xin vĩnh biệt cụ,0
yess,0
1 đời liêm khiết k icm,0
a độ trông chị trang vắng,0
nguyễn bá quang xem cmt ko vui trk đkm cno óc chó vl,1
xa thải huấn luyện viên nhanh kịp .. bóng đá việt nam đá tệ,1
thằng lồn tham mu cc,1
deo vang bong khg vay me bong bu cat,1
chó nghi ngờ ngửi,0
xin lỗi cc xin lỗi ko bị thương giờ tao đấm mặt tao kêu xl ok j,1
đoàn trung hiếu vãi loinmm,1
t nhớ thằng quyền dùng 3 m m thuê bạn bè ?,0
"tết lương mua xu may mắn lì xì , tặng quà tết bạn bè người thân mọi eii",0
mày cờ hó oách sờ lách câu view ah vũ tiệp,1
súc vat,1
quan va . dan nhu phai ton phap luat . khong thuen vi mot ?,0
trọng tài fake ae chửi j tốn nước miếng,0
bọn trộm cắp lấy,1
fb pha ke mấy ưi ...,0
mày gái l n mê,1
sion live action phú vinh,0
ngu mực,1
"đéo cặc ngồi múa phím suy diễn đm tụi bây , người ta hãy loại ghen ăn tức",1
dân bắt đánh chết,1
xin lỗi đmm,1
bú cạn tinh lực chim thằng kata chơi chung,1
th dở cáu lí . tự chiêu ngu sủa 1 chó ngu,1
top mạnh top 2,0
địt mẹ tổ thằng súc vật óc chó,1
quỷ ngọc hiếu .. thứ ngu ngục tù .. đou mẹ minh hiếu chửi mặt lozz .. giờ áp phe minh hiếu ... ko sĩ diện ...,1
ok haha thằng kid sủa,1
nieu mày giao mộ noi đo,1
ổn,0
acc thật mn,0
dan toi lũ chết,1
dùng kiểu content bẩn hút tương tác . đúng 30 tuổi đầu đ khôn zai,1
thử nhung lây m thử . m k chử . đạo đức giả,1
"khám mắt , mắt cận nhìn rõ kia",0
truyền thống văn hóa tốt đẹp thời hòn dái viễn đông v,1
thảo mai ố dè nghe bực luô,0
đào hồng hạnh xin lỗi cc,1
thằng trận bảo quết thắng 3 điểm chẳng,1
man sống chậm tý,0
luv,0
phan linh đb ct lm j đâu ? ss chán,1
đ c m bắt láo giờ xl tấu hài,1
đỷ mẹ mày chó,1
chó,1
hình acc giả,0
mày mẹ pháp đỡ nhớp mắt bóng đá việt nam mày,1
may thang loz nay . méo song tho dau . me tui no ganh cong lung,1
,0
nay anh em ko gọi gà kêu ba pro,0
that la vl,0
địt mẹ chó,1
vcl mấy thằng liệt não,1
dương đông kích tây,0
chúc lộn thầy ba 20 10 vui vẻ v,0
xem video thương lắm,0
dm dm dm,1
"mong muốn khởi nghĩa đất nước giống ukranie , syria , iraq ước mơ cháy mỏng ad",0
việt nam hồ chí minh,0
"bọn học hành , giáo dục , nhục , học , đạo đức hiểu năn nỉ người ta lấy",1
chuẩn a ưii,0
địt mẹ mày thằng ăn hại thằng bất tài,1
nhìn mặt tk bố bt ác,1
"đủ 16 tuổi ngồi tù giáo dưỡng đc , đủ tuổi tù . mong pháp luật đứng phía công bằng",0
guk,0
"gieo nhân gặt , lãnh hậu quả",1
ok haha súc vật rác 5 củ lũ súc vật,1
thứ nốn lừng . chơi game rên chó đéo .,1
thằng trẩu tre,1
dm diễn thực hành đất nước vn . khốn khổ dàn cảnh,1
cháu mực ngu ngu,1
video mấy cán bộ đâu . lo canh bắt dân,1
bắn bỏ thứ lắm tiền cặn bã xã hội,1
ngu abe,1
nguyễn quang ngầu v,0
"you must die , you are shit , why don t you give a red card in this situation",1
"ngọc nữ wow , bỏ , vô ơn thần tượg thằng chồng ok",1
"1 trọng tài dấu ấn tồi tệ bóng đá , xấu hình ảnh đội ngũ trọng tài you are an arbitrator to leave the worst mark for football , bad image of the arbitration team",0
"xin chào , hôm nay sói hướng dẫn cắn kẹo xê xủi hương cam v",0
mẹ mày đủ trinh ki,1
bóng đá việt nam fifa xếp hạng kakak,0
"bửa kêu bọn đầu gấu giết hết gia đình ad . post giết bắt , trộm bỏ tù , lương thiện tha . mồ tổ cha mày rảnh hơi , hết hả mậy . gặp tao tao giết lun bỏ tù chi",1
"r minh hiếu chửi hả thiểu năng , não ko bt suy nghĩ ak , mấy đứa ghép hình vs mh fan mh",1
lòn má mày mất dạy,1
"mẫn đạt bất tài . phản ứng , mồm .",1
đâu biến súc vật thành con người dc,1
bốn liền,1
"nguyên dảk chửi 1 chửi , 10 chửi , giờ thang đo độ văn minh tần suất chửi",1
tài lol,1
đời chúng mày ko đâu .,1
cutdidjtmemayoclolbadau,1
"bảo ô ad , ô mở phim sex , vặn loa hết cỡ nghe diễn viên rên tốt não đôi co phản biện lũ tiến sĩ việt",1
bán ba nước hoa xạo,1
nhờ miệt mài ngồi cổ vũ a rf hnay,0
cai toi thay trai keu la tiep ne,0
tuyệt lm ln,0
tổ tiên mày húp máu lồn,1
acc kc mực 1 nắng,0
ri cc,1
bê đê bệnh xạo lồn,1
mẹ tụi ko não kếu phản động . ko hiểu chuyen j ma cu cs la tụi nhảy tưng tưng ăn hết ông bà vãi tụi mẹ ngu dốt tưởng thông minh,1
"mày cút khỏi việt nam chúng tao làm ơn , mày phá hủy bóng đá việt nam",1
người ta nói chuyện đường ko nói chuyện bảo kia đường bọn xong tiện lấy xe nhánh,0
mong trọng tài mau chết,1
"cộng sản đúng , cộng sản sai mày thằng phản động",1
bé,0
cuộc sống bạc tốt,0
xin lỗi cặc ép vn tao nặng nề r xl đéo chấp nhận thằng chó,1
go away việt nam,1
nhờ quan chúng bây ko 1 tỉnh tàu khựa or chó ngoan mỹ,1
game ae,0
"chị chi dễ thương hà . , cụm nhiêu . nhiêu , h",0
link beat xin đc ko ?,0
cay lắm nma coi thằng nay cay hả hê vcl,0
chức troussier,0
acc nè,0
trường hợp mất đồng bọn đánh lạc hướng gái mãi nói chuyện thằng đằng lấy xe chạy .,0
"hảo việt vị you know how to be a referee , you only know how to pay .",0
30 03 đ . ĩ l.oz thúi,1
chó linh cảm đúng ghê tội gái,0
sory cl,1
soryyyyyyy fuck,1
chúa sinh,1
lỗi lỗi cc j nx,1
dễ thương,0
ngọc huy học hỏi idol đầu đẹp nha,0
mua anh em,0
tổ sư mày th sv trọng tài .,1
đm bắt gãy trân,1
ban xoi giong ban than ta,0
tình hình 3 thằng r mn,0
hông chị kia hả,0
ae bảo chết ik,1
chiếu ..,0
fuck you,1
án tù gấp thành phần xã hội,1
chúc mừng thầy chúm chím nha,0
lũ ăn bám,1
ảnh ko thổi fen k,0
cc,1
chơi lôi bet xong ăn 800 k cmt bên lắm chẳng k đâu mực,0
"r , hiểu r , dlv out , k đc , bye",1
"độ , tết lúc nào chả vui",0
cặp bot tấu hài vcsb,0
thằng chó mắt mù,1
bọn xúc vật,1
nhà nước xây thêm nhà nghỉ cách ly người ta đủn chờ kết,0
"mê trai ,",0
3 vang ngoc mac ao dam giong quy,1
nguyễn hữu dũng content đắy,0
"xin lỗi khỉ đm đáng vs m lắm chơi bình thường chơi , chơi gian lận , lòng tao lắm",1
t cười mệt m,0
vụ,0
địt mẹ m,1
mô phật,0
cai dcm,1
"sorry kiểu j , quan tâm thái lan , cút mịa m đê",1
tùngg ngố cl,1
pass facebook ny độ v,0
dm .. fuck you,1
đúng mấy thằng súc vật lài chúng mày chết chỗ chôn,1
ve an cuc di,1
thành tích đáng nể . đuổi cổ sớm,1
dắk nghĩ tuổi tui hk,1
fan cứng nè,0
cường quyền ác bá !,1
đan thi thao nguyen pham thi thi xanh mặt liền,0
t lấy hh sett,0
trọng tài ảnh ngầu ác,0
"vất vả thống nhất đất nước bọn kì kỳ , đúng chịu",0
style hư dây kéo,0
zừa lắm,0
woh wh chó sủa ẳng ẳng gớm,1
mes ddocj muoons sangr ddm,1
dịt mẹ ko ăn hối lộ chờ mấy đồng lương ít ỏi đủ sống hả,1
liên minh mấy th vui phết đánh ngu mõm giỏi thêm đéo vị trí đou,1
sống chậm thôiii,0
tí tuổi stt xưng ngta .,0
nguyễn dương đúng ngu má m nè,1
toàn ngu muội . đánh .,1
xó ry con mẹ chó m,1
chuẩn bị xây nghe thầy,0
quen nè mai lê thu nguyễn linh nguyễn thị thùy linh,0
xin lonz mày pm bt r,1
ri óc mày,1
"lũ hại dân chẳng xẩy chúng dân mãi đàn áp , đm lũ tham quan",1
chị ba đẹp,0
bây h đỡ,0
chậm chậm clg mấy bò rảnh háng,1
ca sĩ k icm đéo ca sĩ câm,1
"dinhh nhung m ất da y , vô học mồ côi cha mẹ nhỏ hả ?",1
đăng khoa 2 thằng ko thích vụ thuê live bên nhóm ji . quyền đểu gạ tiền đánh . thằng mực gà thua cay . dẫn chung 1 triệu thằng tồ ăn thằng quyền . mấy thằng đểu . chơi ko bênh .,1
"xinh gái cmt b mãi bên záchhhh , jack ma",0
bỏ đúng hay là linh tinh,0
sang đài loan lấy người ta đường lắm lấy việt nam,0
ác .,1
k hèn lấy cứt nuôi bụng bầu ah ?,1
sam hunter stellaron rebuttal 10,0
tao ngồi ăn luon đo dc ko tạo tranh ma tui bảy ko biệt,0
cờ đỏ vàng nhá,0
"quang ca sĩ , ko thi chương trình hết hát mọi ng thần tượng gọi idol",0
đag xem sech,0
bình tĩnh đá thắng indo .,0
"lolz mắc cười , toàn 1 lủ vùng xa vùng xôi ... nói chung thờ ba đình , đéo ngậm mổm ăn c .. c , ko , ko miệng thối đâu mấy chó dlv ạh",1
rên phim jav,0
nguyễn thị xuân nguyễn thị huyền lý hiền nguyễn thị giang nguyễn thị thu quỳnh phương nga lời xin lỗi muộn màng,0
zoom biển xe bên kia,0
mỹ châu xem kỹ kinh nghiệm . 4 thằng đóng kịch ăn cắp xe .,0
ngọc phạm t chặn hết r br,0
tiền m j bênh ác dog ngu to mồm fan bú đít,1
why mẹ mày . thằng chó đẻ . fuck you . you is dog,1
xin lỗi mày ngĩ xin lỗi dễ,1
chắc chắn thằng què ngồi xe lăn vi phạm,1
nga tran bến tre ?,0
"up t cx k up mặt đĩ đửng m , mụn thỉ lởm trởm bày đặt khoe , ngu tiếng việt thích lắm , thằng zeros đéo cãi đc quay chê t 2 k7 2 k8 , m trẻ ranh nghĩ non",1
top mạnh,0
quỳnh sên e đẹp xinh ko son phấn,0
nam văn nguyễn giống chủ . goat dám lừa r đấy . cỡ việt nam luật phong sát tụi ruồi bốc phân hợp,1
xinloi củ cac,1
hhh nhóc,0
"đánh máu lồn bày đặt cày thuê , tốn tiền điện",1
đúng đom đóm sáng đít ko sáng nổi đầu trích câu thắm,1
"dành mấy thằng khốn nạn đòi ăn , chúng mày trả giá kiếp ngàn kiếp , tao bảo đảm chúng mày cuộc đời chúng mày đau khổ suốt kiếp ,",1
trần thanh tâm chia sẻ,0
bài học xem thường tài sản giá trị thấp cỡ 20 tr . mất 1 mớ . lo tự giữ,0
thằng óc chó,1
"thien binh trang lịch sự admin lịch sự , b cục súc , admin dí l mặt b",1
bay kênh,0
bắt hơi n guuuuu,1
. xúc . . . nhờ . công . an . . cuộc . giùm .,0
trọng tài lồn xin lỗi,1
gia bảo ngèo nợ tiền,0
1 tk ngu 1 đần,1
xưa tận cùng khốn nạn .,1
bạch khiêm tốn tý chư ko chúng nó nấu lẩu đấy,0
cai lon gi dang dien vay,0
nhìn tiên tri vũ trụ ngon cơm nghe .,0
xin vĩnh biệt trọng tài,0
"dan cảnh , day cung la bai học mn",0
đói khổ củng xe xh thời nay tiến bộ thêm 1 giàu kg mồ hôi ....,0
thành nguyễn nghĩ trang mạng xh chia cđm len án thật ko cửa lo đâu . bn vụ chìm xuồng ko thoát nỗi .,0
ry cặc,1
mê trai bày xe bình thường đứng chỗ kia nói chuyện nghe đứng sat,0
trọng tài trận rảnh háng ngồi đăng k phân biệt fake real,0
cong an nen giup co ngheo nay lay lai xe .,0
thua nghĩ mịa nước,1
đủ tư cách dẩn dắt giải ao làng nhỏ nhoi bắt củng xong tồi tệ,1
bồ t giọng t bạt tai,1
trường atlantic ib b,0
okela,0
mẹ mày,1
yenn yenn xin đỉ mẹ m,1
bố mấy fhang bo doi,1
nhìn mấy thg one champ mất chất kiểu tội ae cày champ gỡ viền dct xún chúng nó cười thối đầu dell nhục cha mẹ đẻ mong báo hiểu stream chúng chửi cha mẹ dốt khỏi ẳng dell j,1
"cs miệng đít chúng chỗ . chế độ thổ tả sửa sai , thay đổi chế độ . sống cs thủ đoạn bọn chúng đầu .",1
pháp luật hạ tuổi khởi số hình sự biện pháp bọn,0
nổi da gà ko,0
bữa xin lỗi khóc tế om xòm giờ chửi bó tay hỗn,1
"đ c l c m m ... mày ngu , dành ít ngu bọn tao kiếm chác ...",1
